fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,type_white
0.23140495867768585,0.11333333333333333,0.21686746987951808,0.11503067484662576,0.059800664451827246,0.1840277777777778,0.16721311475409806,0.2790697674418601,0.10857142857142857,0.17391304347826075,1.0
0.38842975206611563,0.05333333333333333,0.21084337349397592,0.015337423312883437,0.04983388704318936,0.0798611111111111,0.12285438765670165,0.18604651162790686,0.07428571428571426,0.28985507246376807,1.0
0.18181818181818177,0.13333333333333336,0.20481927710843376,0.015337423312883437,0.18272425249169436,0.1111111111111111,0.09585342333654623,0.3643410852713176,0.08571428571428572,0.3188405797101448,1.0
0.2644628099173554,0.15333333333333332,0.18674698795180725,0.1303680981595092,0.04485049833887044,0.1527777777777778,0.0970106075216961,0.20155038759689914,0.04571428571428571,0.5797101449275364,1.0
0.38842975206611563,0.24,0.30120481927710846,0.019938650306748466,0.5980066445182723,0.048611111111111105,0.17762777242044336,0.2248062015503871,0.4971428571428571,0.2028985507246377,0.0
0.19834710743801653,0.13333333333333336,0.13253012048192772,0.10276073619631901,0.05315614617940198,0.08680555555555555,0.1652844744455173,0.5581395348837206,0.2342857142857143,0.26086956521739135,1.0
0.25619834710743805,0.35666666666666663,0.2530120481927711,0.17484662576687116,0.09634551495016612,0.0798611111111111,0.19556412729026107,0.3643410852713176,0.06285714285714286,0.18840579710144945,1.0
0.2727272727272727,0.15999999999999998,0.1927710843373494,0.15950920245398773,0.04817275747508305,0.05208333333333333,0.1267116682738667,0.4031007751937983,0.09714285714285714,0.5072463768115942,1.0
0.2727272727272727,0.17333333333333334,0.29518072289156627,0.013803680981595092,0.029900332225913623,0.08680555555555555,0.05535197685631488,0.44961240310077466,0.057142857142857134,0.6086956521739129,1.0
0.14049586776859502,0.15999999999999998,0.07831325301204821,0.010736196319018405,0.04651162790697675,0.1527777777777778,0.0908389585342313,0.4186046511627901,0.08571428571428572,0.3913043478260869,1.0
0.28925619834710736,0.10666666666666665,0.18072289156626506,0.02914110429447853,0.054817275747508304,0.10416666666666666,0.07656702025072093,0.25581395348837166,0.18857142857142858,0.4782608695652175,1.0
0.19834710743801653,0.12000000000000001,0.1746987951807229,0.02147239263803681,0.04485049833887044,0.05208333333333333,0.07097396335583639,0.4728682170542635,0.2171428571428571,0.5507246376811596,1.0
0.2479338842975206,0.07333333333333332,0.42771084337349397,0.25920245398773006,0.054817275747508304,0.06944444444444443,0.20655737704917954,0.10077519379844935,0.15428571428571428,0.21739130434782616,1.0
0.1900826446280991,0.07333333333333332,0.22289156626506026,0.03067484662576687,0.05315614617940198,0.0798611111111111,0.08486017357762421,0.35658914728682145,0.15428571428571428,0.42028985507246386,1.0
0.16528925619834706,0.12666666666666665,0.13253012048192772,0.18558282208588955,0.0813953488372093,0.1423611111111111,0.1440694310511077,0.46511627906976694,0.08571428571428572,0.6231884057971016,1.0
0.25619834710743805,0.16666666666666669,0.12650602409638556,0.006134969325153375,0.07308970099667773,0.13194444444444445,0.10742526518804141,0.3100775193798446,0.1257142857142857,0.2028985507246377,1.0
0.2975206611570248,0.05333333333333333,0.18072289156626506,0.012269938650306747,0.09136212624584718,0.11458333333333333,0.08158148505303942,0.3023255813953485,0.10857142857142857,0.49758454057971013,1.0
0.18181818181818177,0.07333333333333332,0.15662650602409642,0.012269938650306747,0.04983388704318936,0.10069444444444443,0.05496624879459944,0.46511627906976694,0.10285714285714284,0.63768115942029,1.0
0.30578512396694213,0.10666666666666665,0.3734939759036145,0.15337423312883436,0.059800664451827246,0.1736111111111111,0.20559305689488738,0.3410852713178292,0.11999999999999997,0.11594202898550732,1.0
0.23966942148760328,0.06666666666666667,0.22289156626506026,0.010736196319018405,0.029900332225913623,0.1423611111111111,0.04358727097396198,0.4031007751937983,0.07999999999999999,0.6956521739130437,1.0
0.14876033057851235,0.35,0.030120481927710847,0.02760736196319018,0.10631229235880398,0.0625,0.10511089681774166,0.6511627906976742,0.18285714285714286,0.7101449275362319,0.0
0.3223140495867768,0.19999999999999996,0.24096385542168677,0.02147239263803681,0.04817275747508305,0.09374999999999999,0.06692381870781006,0.35658914728682145,0.051428571428571435,0.7101449275362319,1.0
0.2148760330578512,0.15999999999999998,0.16265060240963858,0.06595092024539878,0.04152823920265781,0.059027777777777776,0.08621022179363536,0.4961240310077515,0.27428571428571424,0.6521739130434783,1.0
0.28925619834710736,0.07333333333333332,0.16265060240963858,0.2039877300613497,0.079734219269103,0.1527777777777778,0.2109932497589213,0.1705426356589146,0.10285714285714284,0.11594202898550732,1.0
0.2148760330578512,0.27999999999999997,0.12048192771084339,0.02760736196319018,0.08305647840531562,0.0625,0.11591128254580241,0.35658914728682145,0.09714285714285714,0.17391304347826075,1.0
0.4545454545454546,0.27999999999999997,0.21686746987951808,0.018404907975460124,0.12458471760797342,0.017361111111111112,0.1911282545805193,0.4263565891472867,0.3085714285714286,0.4057971014492754,0.0
0.19834710743801653,0.026666666666666658,0.15662650602409642,0.07822085889570553,0.058139534883720936,0.1909722222222222,0.15371263259402212,0.6201550387596897,0.07999999999999999,0.3623188405797102,1.0
0.30578512396694213,0.15999999999999998,0.22289156626506026,0.00920245398773006,0.06478405315614617,0.07291666666666666,0.128640308582451,0.2868217054263562,0.11428571428571427,0.18840579710144945,1.0
0.16528925619834706,0.16666666666666669,0.1385542168674699,0.06748466257668712,0.07308970099667773,0.09722222222222221,0.1436837029893887,0.31782945736434076,0.16571428571428573,0.14492753623188404,1.0
0.5950413223140495,0.14666666666666667,0.3493975903614458,0.023006134969325156,0.07475083056478406,0.02083333333333333,0.20964320154291016,0.45736434108527124,0.37142857142857133,0.3623188405797102,0.0
0.2975206611570248,0.16666666666666669,0.26506024096385544,0.10736196319018404,0.0681063122923588,0.13541666666666669,0.18630665380906208,0.3100775193798446,0.16571428571428573,0.14492753623188404,1.0
0.2644628099173554,0.15999999999999998,0.18674698795180725,0.08895705521472393,0.03654485049833887,0.12847222222222224,0.10067502410800344,0.5116279069767438,0.19999999999999998,0.6086956521739129,1.0
0.33884297520661155,0.23333333333333328,0.12650602409638556,0.015337423312883437,0.16112956810631227,0.03125,0.1826422372227583,0.3488372093023253,0.38857142857142857,0.21739130434782616,0.0
0.6528925619834709,0.24666666666666665,0.3795180722891567,0.024539877300613498,0.10631229235880398,0.02083333333333333,0.24320154291224583,0.37984496124030986,0.2628571428571428,0.42028985507246386,0.0
0.31404958677685946,0.06666666666666667,0.2771084337349398,0.14723926380368096,0.07641196013289037,0.19791666666666666,0.18649951783992336,0.3255813953488369,0.11428571428571427,0.2753623188405798,1.0
0.23140495867768585,0.33333333333333326,0.012048192771084338,0.02760736196319018,0.09966777408637875,0.0625,0.1299903567984586,0.5116279069767438,0.2457142857142857,0.6666666666666667,0.0
0.2727272727272727,0.14666666666666667,0.21686746987951808,0.09509202453987729,0.07641196013289037,0.15104166666666666,0.19421407907425348,0.5968992248062017,0.2342857142857143,0.3188405797101448,1.0
0.14876033057851235,0.13999999999999996,0.030120481927710847,0.0030674846625766885,0.04817275747508305,0.03472222222222222,0.10163934426229204,0.4961240310077515,0.06857142857142856,0.17391304347826075,1.0
0.33884297520661155,0.04000000000000001,0.27108433734939763,0.018404907975460124,0.0681063122923588,0.05555555555555555,0.14792671166827276,0.4728682170542635,0.14857142857142855,0.3913043478260869,1.0
0.23966942148760328,0.5166666666666666,0.012048192771084338,0.019938650306748466,0.09136212624584718,0.09722222222222221,0.14638379942140745,0.44961240310077466,0.18857142857142858,0.39855072463768115,0.0
0.3223140495867768,0.09999999999999999,0.18674698795180725,0.1549079754601227,0.04817275747508305,0.2013888888888889,0.1884281581485041,0.3100775193798446,0.18285714285714286,0.21739130434782616,1.0
0.09917355371900827,0.16666666666666669,0.1385542168674699,0.17177914110429449,0.03488372093023256,0.07638888888888888,0.11745419479267127,0.5348837209302326,0.2342857142857143,0.5507246376811596,1.0
0.18181818181818177,0.10666666666666665,0.16265060240963858,0.019938650306748466,0.06478405315614617,0.13541666666666669,0.128640308582451,0.7131782945736433,0.17714285714285713,0.28985507246376807,1.0
0.3223140495867768,0.24,0.14457831325301204,0.1625766871165644,0.03654485049833887,0.1388888888888889,0.14792671166827276,0.3100775193798446,0.11428571428571427,0.4782608695652175,1.0
0.25619834710743805,0.30666666666666664,0.15662650602409642,0.18558282208588955,0.0664451827242525,0.2013888888888889,0.17029893924783224,0.4186046511627901,0.17714285714285713,0.3623188405797102,1.0
0.2644628099173554,0.3266666666666666,0.012048192771084338,0.02147239263803681,0.1046511627906977,0.05555555555555555,0.1662487945998059,0.4961240310077515,0.2171428571428571,0.3188405797101448,0.0
0.2727272727272727,0.16666666666666669,0.10843373493975904,0.08742331288343558,0.14119601328903653,0.09027777777777778,0.14676952748312289,0.13953488372093004,0.14857142857142855,0.21739130434782616,1.0
0.25619834710743805,0.06666666666666667,0.22891566265060243,0.11503067484662576,0.0664451827242525,0.14930555555555555,0.16721311475409806,0.44961240310077466,0.17714285714285713,0.26086956521739135,1.0
0.31404958677685946,0.31333333333333335,0.12650602409638556,0.024539877300613498,0.10299003322259136,0.02083333333333333,0.17878495660559324,0.4341085271317824,0.18285714285714286,0.24637681159420288,0.0
0.3471074380165289,0.11333333333333333,0.21084337349397592,0.007668711656441719,0.07475083056478406,0.041666666666666664,0.12594021215043227,0.2790697674418601,0.18285714285714286,0.21739130434782616,1.0
0.11570247933884298,0.19,0.04819277108433735,0.19785276073619631,0.05315614617940198,0.12499999999999999,0.19035679845708842,0.5736434108527129,0.09142857142857144,0.2753623188405798,1.0
0.14876033057851235,0.27999999999999997,0.05421686746987952,0.02607361963190184,0.0664451827242525,0.05555555555555555,0.1267116682738667,0.7054263565891472,0.22857142857142856,0.7246376811594204,0.0
0.25619834710743805,0.14666666666666667,0.29518072289156627,0.10736196319018404,0.079734219269103,0.08333333333333333,0.17492767598842818,0.5503875968992249,0.22857142857142856,0.4347826086956521,1.0
0.28099173553719003,0.20666666666666667,0.32530120481927716,0.012269938650306747,0.2458471760797342,0.11458333333333333,0.14194792671166923,0.3023255813953485,0.17142857142857146,0.14492753623188404,1.0
0.3223140495867768,0.12000000000000001,0.1927710843373494,0.00920245398773006,0.051495016611295685,0.08680555555555555,0.11321118611379077,0.37984496124030986,0.18857142857142858,0.4057971014492754,1.0
0.2148760330578512,0.06000000000000001,0.20481927710843376,0.013803680981595092,0.13621262458471758,0.1423611111111111,0.128640308582451,0.4108527131782944,0.14857142857142855,0.2318840579710144,1.0
0.23966942148760328,0.05333333333333333,0.1927710843373494,0.18251533742331288,0.043189368770764125,0.059027777777777776,0.18379942140790817,0.12403100775193776,0.07428571428571426,0.14492753623188404,1.0
0.23140495867768585,0.3533333333333333,0.0,0.015337423312883437,0.09966777408637875,0.010416666666666666,0.13172613307618164,0.4728682170542635,0.07999999999999999,0.34782608695652173,0.0
0.22314049586776852,0.19999999999999996,0.20481927710843376,0.04294478527607362,0.04485049833887044,0.11458333333333333,0.1267116682738667,0.3255813953488369,0.3028571428571428,0.28985507246376807,1.0
0.2148760330578512,0.12000000000000001,0.12650602409638556,0.1165644171779141,0.0681063122923588,0.1736111111111111,0.15988428158148693,0.39534883720930214,0.14285714285714282,0.21739130434782616,1.0
0.4297520661157024,0.08,0.1987951807228916,0.04447852760736197,0.0664451827242525,0.03125,0.14021215043394264,0.3255813953488369,0.07428571428571426,0.26086956521739135,1.0
0.3305785123966941,0.33333333333333326,0.012048192771084338,0.02147239263803681,0.10631229235880398,0.027777777777777776,0.18649951783992336,0.4961240310077515,0.19428571428571426,0.21739130434782616,0.0
0.30578512396694213,0.18,0.22289156626506026,0.02914110429447853,0.09468438538205981,0.09722222222222221,0.04840887174541919,0.3255813953488369,0.10857142857142857,0.681159420289855,1.0
0.2727272727272727,0.44666666666666666,0.006024096385542169,0.024539877300613498,0.08305647840531562,0.03472222222222222,0.10202507232401103,0.5193798449612403,0.09714285714285714,0.6956521739130437,0.0
0.16528925619834706,0.16666666666666669,0.1385542168674699,0.06748466257668712,0.07308970099667773,0.09722222222222221,0.1436837029893887,0.31782945736434076,0.16571428571428573,0.14492753623188404,1.0
0.2479338842975206,0.06666666666666667,0.16867469879518077,0.1242331288343558,0.06312292358803986,0.17708333333333334,0.15564127290260288,0.387596899224806,0.17142857142857146,0.3623188405797102,1.0
0.30578512396694213,0.27999999999999997,0.21686746987951808,0.08435582822085888,0.10299003322259136,0.05555555555555555,0.20578592092574866,0.4883720930232558,0.32571428571428573,0.3623188405797102,0.0
0.38842975206611563,0.12000000000000001,0.12650602409638556,0.23926380368098157,0.10797342192691031,0.1388888888888889,0.20964320154291016,0.23255813953488325,0.15428571428571428,0.26086956521739135,1.0
0.3471074380165289,0.09999999999999999,0.2771084337349398,0.013803680981595092,0.03488372093023256,0.10069444444444443,0.06885245901639436,0.39534883720930214,0.1371428571428571,0.6521739130434783,1.0
0.1900826446280991,0.2533333333333333,0.1927710843373494,0.08588957055214724,0.07308970099667773,0.03125,0.15891996142719478,0.4883720930232558,0.1371428571428571,0.30434782608695654,1.0
0.3471074380165289,0.4233333333333333,0.13253012048192772,0.02607361963190184,0.10963455149501661,0.041666666666666664,0.18804243008678512,0.4031007751937983,0.17714285714285713,0.21739130434782616,0.0
0.23966942148760328,0.15999999999999998,0.26506024096385544,0.02760736196319018,0.08637873754152824,0.0798611111111111,0.1486981677917072,0.44186046511627897,0.32571428571428573,0.5217391304347825,0.0
0.18181818181818177,0.08,0.15662650602409642,0.09509202453987729,0.0664451827242525,0.07291666666666666,0.10935390549662571,0.33333333333333304,0.10857142857142857,0.4347826086956521,1.0
0.15702479338842973,0.013333333333333336,0.16265060240963858,0.010736196319018405,0.06312292358803986,0.06944444444444443,0.10935390549662571,0.4263565891472867,0.13142857142857142,0.21739130434782616,1.0
0.23140495867768585,0.17333333333333334,0.20481927710843376,0.03067484662576687,0.06976744186046512,0.1371527777777778,0.11591128254580241,0.33333333333333304,0.2171428571428571,0.28985507246376807,1.0
0.22314049586776852,0.21333333333333332,0.18674698795180725,0.04447852760736197,0.061461794019933555,0.07291666666666666,0.05998071359691437,0.33333333333333304,0.04571428571428571,0.5797101449275364,1.0
0.23140495867768585,0.11333333333333333,0.1987951807228916,0.12116564417177914,0.054817275747508304,0.09722222222222221,0.1606557377049178,0.4341085271317824,0.21142857142857138,0.34782608695652173,1.0
0.20661157024793386,0.21999999999999997,0.18072289156626506,0.03987730061349694,0.03488372093023256,0.16666666666666666,0.10742526518804141,0.6279069767441858,0.31999999999999995,0.536231884057971,1.0
0.18181818181818177,0.07333333333333332,0.15662650602409642,0.18098159509202455,0.06478405315614617,0.1701388888888889,0.19421407907425348,0.44961240310077466,0.07428571428571426,0.1304347826086958,1.0
0.1074380165289256,0.15333333333333332,0.18072289156626506,0.004601226993865032,0.04651162790697675,0.09374999999999999,0.09392478302796547,0.635658914728682,0.18857142857142858,0.30434782608695654,1.0
